"STATION","NAME","DATE","TAVG"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-24","13.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-25","10.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-26","10.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-27","13.0"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-28","13.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-29","13.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-30","12.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-31","12.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-01","13.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-02","15.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-03","10.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-04","9.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-05","9.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-06","16.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-07","16.6"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-08","14.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-09","15.6"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-10","12.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-11","11.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-12","13.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-13","14.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-14","15.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-15","14.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-16","11.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-17","10.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-18","13.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-19","10.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-20","8.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-21","4.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-22","4.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-23","5.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-24","7.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-25","11.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-26","12.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-27","14.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-28","12.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-29","10.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-11-30","6.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-01","6.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-02","4.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-03","7.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-04","6.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-05","5.0"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-06","6.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-07","5.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-08","5.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-09","6.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-10","7.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-11","9.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-12","7.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-13","8.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-14","10.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-15","9.6"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-16","9.6"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-17","8.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-18","9.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-19","10.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-20","9.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-21","7.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-22","11.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-23","11.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-24","9.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-25","3.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-26","2.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-12-27","1.8"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-01","4.4"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-02","7.6"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-03","8.4"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-04","4.7"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-05","6.3"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-06","3.1"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-07","9.1"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-08","11.3"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-09","10.9"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-10","6.8"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-11","4.7"
"FRE00104052","ALENCON VALFRAMBERT, FR","2020-01-12","7.3"
